Total,Speed,Direction
9.536333427777778,5.81152,NW
8.956622266666667,5.81152,NW
3.8899388777777775,4.91744,WNW
1.8911508379888269,5.81152,WNW
1.8886388888888888,3.12928,NNW
4.075122205555556,3.12928,NNW
12.855493831250001,4.91744,NW
28.577251603351957,12.07008,NNW
29.207122935064934,12.96416,NNW
26.18360011111111,9.83488,N
15.479899022471912,9.83488,N
9.818705644444444,8.9408,N
7.854544394444444,8.04672,N
6.405353281437126,4.91744,NNW
2.574404958677686,4.91744,N
0.8849828571428572,0.8940800000000001,SSE
1.5353743016759775,3.12928,SSW
3.1950670446927374,4.02336,SSW
3.125517869047619,7.15264,S
9.605883388888888,4.91744,S
6.8739833500000005,5.81152,SSE
11.847622355555556,8.04672,ESE
27.57367228333333,7.15264,E
31.91957717777778,12.07008,ENE
26.577733427777776,9.83488,NE
30.222766522222223,12.07008,ENE
35.37581086111111,12.07008,NE
33.72358827222222,13.85824,NE
31.862794033333333,12.07008,NE
27.789700005555556,11.176,NE
23.510415005681818,12.07008,NE
15.059116783333334,8.04672,NE
9.186766705555556,8.04672,ENE
10.9614001,7.15264,ENE
7.583982470930233,7.15264,NE
4.7369257085714285,7.15264,NE
4.438409096590909,8.04672,NE
4.4939213764044945,7.15264,NE
3.2701678321678322,5.81152,NE
2.433958823529412,4.91744,NNE
1.9121,5.81152,NE
3.7547666666666664,4.91744,NE
2.720588888888889,4.02336,NE
2.129548611111111,4.02336,N
2.4665095541401274,4.91744,NNE
3.6972203446327683,4.91744,NE
3.11250555,4.91744,NE
4.645882670391061,5.81152,NE
4.295915730337079,5.81152,NE
2.935338877777778,4.91744,NE
3.110511369318182,4.02336,NNE
3.0896592178770947,5.81152,NNE
2.5191944444444445,4.91744,NNE
2.812233327777778,5.81152,NNE
6.752750027777778,7.15264,N
7.251288883333334,7.15264,N
10.020472244444445,7.15264,N
17.45528818644068,11.176,NNE
9.04676080368098,11.176,N
10.402398994382022,9.83488,NNE
4.012232550387597,7.15264,NE
1.1140347443181817,4.91744,NNE
1.159713407821229,1.78816,N
2.087166403508772,0.8940800000000001,E
3.4529290258064513,3.12928,SSW
3.7521833222222223,7.15264,SSE
3.1359776648044693,5.81152,SSE
5.240796059210527,4.02336,ESE
5.64834995,3.12928,SE
8.47039756626506,8.04672,E
8.953434887005649,7.15264,E
14.297639005555556,8.04672,E
25.966228205555556,15.19936,E
25.172783383333332,13.85824,ENE
24.04044052542373,8.04672,ESE
27.923622278145697,15.19936,ENE
30.009096141791044,13.85824,ENE
30.668421994285715,16.09344,NE
30.870549694444446,15.19936,NE
31.17981048888889,13.85824,NE
31.901138177777778,12.96416,NE
35.66870926035503,12.07008,NE
37.33917751724138,16.09344,NE
37.45147729213483,16.98752,NE
36.54288831666667,16.98752,NE
35.21220474444444,16.09344,NE
37.20784356666667,16.09344,NE
36.956693155555556,16.09344,NE
35.609221516666665,15.19936,NE
31.674190842696632,12.07008,NE
17.9859279,9.83488,NNE
9.809144538888889,8.9408,NNE
5.697844555555556,5.81152,NNE
0.9820833333333334,4.91744,NNE
0.8207150837988828,1.78816,ENE
5.270105655555556,4.02336,SSE
16.336909284090908,8.04672,SE
19.31850863841808,11.176,SE
19.08173346111111,9.83488,SE
19.684172766666666,8.04672,S
12.151344505555555,8.04672,SSW
21.0365502,7.15264,S
17.524572366666668,7.15264,SW
14.319994516666666,8.9408,SW
24.317858717514124,8.04672,S
36.85341827932961,9.83488,SSE
37.175488522222224,16.98752,SSE
27.55956671111111,16.09344,S
35.5543497,9.83488,S
33.95587236111111,11.176,S
27.765670802631583,8.9408,SSW
2.3389444444444445,4.02336,SE
1.0366055555555556,3.12928,SSE
0.7860222222222223,1.78816,ENE
1.1855166666666668,1.78816,ENE
1.7166277777777776,4.02336,ENE
1.6445777777777777,4.91744,ENE
1.8504166666666666,4.02336,E
1.9265611111111112,4.02336,E
6.9007832944444445,4.02336,ESE
9.972439022222222,7.15264,ESE
23.666861172222223,8.9408,SE
26.55315537777778,11.176,SE
10.533866677777779,9.83488,SE
14.914357586592178,7.15264,S
2.916234636871508,4.91744,WNW
3.1209166666666666,4.02336,SSW
5.162216633333333,4.02336,SSW
7.22096115,7.15264,SW
7.571816677777777,5.81152,SSW
8.584538944444445,5.81152,SSW
12.528325994382023,5.81152,SW
14.924022350000001,5.81152,SSW
14.144000183333333,8.04672,SW
6.839219106741573,8.04672,SW
6.978916672222223,4.91744,SSW
30.19987191666667,8.04672,SSE
37.51084955555555,12.96416,SSE
36.22583824444444,15.19936,SE
28.092127599999998,12.96416,SSE
29.657252539325842,8.9408,S
34.80373256111111,15.19936,WSW
32.30336643333333,13.85824,WSW
27.489861233333336,12.96416,WSW
28.043283244444446,11.176,SW
25.0452722,8.9408,SSW
17.619100111111113,8.9408,SSW
22.846555322222226,8.04672,S
36.52075962011173,11.176,SE
32.19433345555555,20.1168,SE
21.191783644444445,20.1168,SSE
26.230328022222224,21.01088,SSE
22.785383599999996,20.1168,S
18.23433362777778,24.14016,SW
33.66849690643275,21.01088,SW
27.36640578888889,20.1168,SSE
29.971010794444446,9.83488,SSW
32.57857228333334,12.96416,S
29.859688483333336,16.98752,S
19.71637726111111,17.8816,S
25.956416894444445,16.09344,WSW
25.8783226,13.85824,WNW
17.982078066666666,8.04672,W
17.638066972222223,12.07008,W
16.50206678888889,12.07008,W
18.123572588888887,8.9408,W
16.657094572222224,11.176,W
16.53505032777778,11.176,W
19.593730460674156,9.83488,W
20.983625983240223,11.176,SW
26.452283627777778,8.9408,W
25.877738955555554,11.176,W
30.327155172222223,9.83488,W
31.886626955555553,12.96416,W
27.749311350000003,12.96416,NW
27.7656446,12.96416,NW
26.681229279329607,12.96416,NW
23.225339005555558,9.83488,WNW
29.90680017777778,12.07008,W
32.052421966666664,15.19936,W
30.29440001111111,16.09344,WSW
27.95197818888889,16.98752,WSW
28.465475100558656,16.98752,W
27.91789734285714,16.98752,W
28.802872588888892,15.19936,WSW
29.91433903888889,16.09344,WSW
30.91826122222222,16.98752,W
27.98469976666667,16.98752,WSW
30.277033466666666,16.09344,WSW
27.971933277777776,15.19936,W
18.918433288888888,11.176,W
-0.6773833333333333,4.91744,SSW
2.1407111333333333,1.78816,S
0.47629999999999995,3.12928,ESE
1.084877788888889,4.91744,W
1.0810666666666668,7.15264,W
0.4016777777777778,4.91744,W
-1.2167,1.78816,WSW
-1.2650333333333332,1.78816,SW
-1.299088888888889,0.8940800000000001,SW
-0.9661222222222221,0.8940800000000001,ESE
4.284970953488372,3.12928,ESE
16.452655766666666,4.91744,ESE
17.746090033707866,8.9408,ESE
22.894566816666668,8.9408,SE
25.747744683333334,9.83488,SE
16.69075027222222,11.176,SSE
7.407488977777778,9.83488,SSE
7.908412536723164,5.81152,SSE
6.257294494444444,7.15264,SSE
3.890894511111111,7.15264,SSE
2.2403222277777775,4.91744,S
3.6189111555555553,5.81152,SSE
4.296877794444445,7.15264,SSE
4.496894533333333,5.81152,SSE
6.276377855555555,5.81152,SSE
10.058447235294118,7.15264,SSE
23.18863446285714,8.9408,SSE
20.866028195530724,9.83488,SSE
27.648049988888886,11.176,SSE
28.03773888888889,11.176,SSE
29.829594316666665,9.83488,S
29.209000230337075,11.176,SSE
22.393579738636365,11.176,S
32.21260553888889,12.96416,SSE
32.13457214444444,16.09344,SSE
31.93601651111111,16.09344,SSE
31.903016355555554,15.19936,SSE
31.591960927374306,13.85824,SSE
2.420850072222222,4.91744,WSW
10.032435826815641,4.02336,S
27.538789016666666,8.9408,SSE
30.534577883333334,12.07008,SSE
31.692916927777777,12.96416,SSE
16.30827538764045,13.85824,S
21.22962256111111,8.04672,S
26.744194766666663,8.9408,SSW
29.83920563888889,9.83488,SSW
31.468744694444442,11.176,SSW
30.744027822222222,12.96416,SSW
30.806533572222225,12.07008,SSW
27.705389111111113,12.07008,S
26.098011455555554,9.83488,S
25.527089344444445,11.176,S
23.28781141111111,11.176,SSE
21.793733622222224,8.04672,SE
20.324348410112357,8.9408,ESE
17.123904646067416,8.04672,SSW
16.238150311111113,9.83488,S
3.7168111722222226,8.04672,S
-0.7669222222222222,4.02336,SSE
0.31301111111111113,1.78816,SSW
5.095727805555556,3.12928,WNW
14.139833366666666,5.81152,W
30.895977488764043,11.176,WNW
32.911972327777775,12.07008,W
33.16963347222222,13.85824,W
33.188766783333335,16.98752,W
30.617078066666668,13.85824,W
20.876616833333333,12.96416,WSW
18.166939044444444,11.176,SSW
21.806933594444445,8.9408,S
13.43697248888889,4.02336,SW
14.353922145251397,9.83488,WSW
19.170644833333334,8.04672,SW
12.544061277777779,8.9408,SW
1.5007944722222224,7.15264,W
0.6910169548022599,0.8940800000000001,ENE
20.269255772222223,8.9408,S
29.09250605,8.9408,SW
24.452122411111112,11.176,WSW
21.80594977094972,17.8816,NNE
23.651877933333335,22.79904,NNE
32.44357633898305,20.1168,N
30.971785943820226,12.96416,NNW
33.34511012777778,15.19936,NNW
34.71897644444444,8.04672,NNW
24.282038916666664,11.176,NW
14.0086891,11.176,NW
6.0800001,5.81152,NW
0.28462222777777774,3.12928,WNW
32.614027472222226,13.85824,SSE
31.630444505555552,15.19936,SSE
33.90222763333333,13.85824,S
30.42719457777778,13.85824,SSW
28.54138897777778,21.01088,WSW
27.18333363888889,20.1168,WSW
31.185112331460672,21.01088,WSW
25.97239118888889,17.8816,SW
25.637733588888885,20.1168,WSW
27.83131702777778,17.8816,WSW
27.112600166666667,19.22272,W
26.667800538888887,20.1168,WSW
22.0910169,21.90496,WSW
26.57153353333333,20.1168,W
25.866266938888888,16.09344,WNW
24.262328044444445,12.07008,W
23.19245552222222,15.19936,WSW
24.020416816666668,12.96416,W
21.928039005555554,9.83488,WNW
19.93363902777778,11.176,W
25.24965021111111,12.07008,SSW
26.683572305555558,12.07008,S
25.474988905555556,13.85824,S
18.91799462222222,12.96416,WSW
21.73671698888889,11.176,SW
21.677800327777778,11.176,SW
19.474169807017542,12.96416,WSW
13.917791169491524,12.96416,SW
12.719972333333335,8.04672,SSW
6.330244544444444,8.9408,SSW
1.5346573033707864,5.81152,S
3.5050833666666663,4.91744,W
5.235383405555556,5.81152,WSW
10.628794070588235,7.15264,WSW
13.980742918128655,8.04672,SSW
8.710422344444444,9.83488,WSW
1.1353500277777777,7.15264,WNW
1.824961161111111,8.04672,N
7.097844516666666,7.15264,N
4.823033394444445,8.9408,N
1.0116333333333334,8.04672,N
-1.1803666611111112,3.12928,NNW
-0.33155555555555555,0.8940800000000001,SW
4.1596944944444445,4.91744,SSW
9.241611511111111,7.15264,SSW
8.365283444444444,7.15264,SW
14.995872355555555,8.04672,S
11.930816733333334,8.9408,SSW
14.28895565,8.04672,SSW
-0.9273722222222222,4.02336,NNW
-1.046038888888889,4.02336,N
-1.1164888888888889,3.12928,NNE
-0.5938388888888889,4.02336,NNE
3.7504333888888888,3.12928,ESE
7.317911183333333,5.81152,SSE
12.03453079329609,7.15264,S
10.273322272222222,5.81152,SSW
5.374827727777777,5.81152,S
3.1668944500000005,4.91744,SSW
3.0620888888888893,4.91744,SW
1.6573722222222222,4.02336,S
3.988955511111111,4.02336,SSW
5.8448820505617975,4.02336,SSW
2.557527777777778,4.91744,SW
9.409283349999999,5.81152,S
20.975389216666667,7.15264,SSW
27.06785557222222,9.83488,SSW
28.60504456111111,9.83488,SSW
29.075205555555556,9.83488,SW
27.278899547486034,12.96416,WSW
14.759134865168539,8.9408,W
4.363596602272728,4.02336,WSW
28.597022116666665,8.9408,NW
31.454060844444445,13.85824,NNW
31.551759519553073,12.96416,N
21.694666755555556,13.85824,NNW
10.553977822222222,9.83488,NNW
3.0291452458100556,5.81152,N
0.8356785606936415,3.12928,NNW
4.196459977653631,1.78816,SSW
13.126133427777777,7.15264,SSW
20.970294555555558,8.04672,S
20.190733433333335,8.04672,SSW
21.720983577777776,11.176,SW
21.264400172222224,11.176,SW
20.56222355865922,9.83488,S
26.505100149999997,12.96416,WSW
30.488405594444444,13.85824,WSW
27.897883438888886,12.07008,WSW
28.087066805555555,11.176,SSW
29.14799475,11.176,SSW
14.714094477777778,11.176,SSW
6.813145117318435,4.91744,SSW
6.844516633333333,4.02336,SSW
6.94293325,3.12928,S
8.143089161111112,3.12928,SSW
8.470139105555555,0.8940800000000001,N
8.014829488636364,4.02336,ENE
15.849358102272726,5.81152,ENE
35.664038455555556,12.96416,NE
27.546588983333333,12.96416,NE
26.11236138888889,9.83488,ENE
28.97337242777778,11.176,ENE
27.30695556111111,12.96416,ENE
24.199511322222225,11.176,E
20.113552674418603,8.04672,E
7.706883261111111,9.83488,NE
8.28359998888889,4.91744,ENE
8.534016616666666,8.04672,ENE
7.859822216666666,8.04672,ENE
8.319244494444444,8.04672,ENE
7.407237063583815,5.81152,NE
13.900294783333333,8.04672,NE
8.299283305555555,9.83488,NNE
8.01860011111111,8.04672,ENE
5.854566683333333,7.15264,ENE
3.9023999944444445,7.15264,NE
3.7451444666666664,4.91744,ESE
3.273461122222222,4.02336,ESE
5.064615836158192,7.15264,ESE
15.177166755555554,8.04672,ENE
26.114477849999997,12.07008,NNE
34.95795521111111,12.07008,NNE
36.58039351111111,17.8816,NNE
33.51455905084746,12.07008,NE
36.264199366666666,13.85824,NE
32.63715525,13.85824,E
36.43866075555555,15.19936,ESE
36.63722695,15.19936,ESE
34.36376641111111,12.96416,ESE
34.29741039444444,13.85824,ESE
35.6415438,13.85824,SE
30.12352803888889,12.07008,SE
29.589961133333333,16.09344,SSE
30.479300055555555,13.85824,SSE
31.52479436666667,9.83488,SSE
34.517227227777774,11.176,SSE
34.83672747222222,15.19936,SSE
29.97922766111111,13.85824,SSE
30.972305422222224,12.96416,SSE
32.542544,13.85824,SSE
32.86988320555555,16.09344,SSE
32.00047206111111,16.09344,SSE
32.68337745555556,17.8816,SE
33.96989942222222,16.98752,SE
33.083444344444445,16.09344,SE
35.48467153888889,16.09344,SE
35.516549072222226,16.98752,SE
34.992126722222224,15.19936,SE
34.56911045251397,12.96416,SE
26.50041670555556,12.07008,SE
23.477144683333332,9.83488,SE
19.555650216666667,11.176,SE
17.907650238888888,9.83488,SE
27.416605555555552,11.176,SE
31.49946055,11.176,SE
36.867137827777775,13.85824,SE
37.946704866666664,12.96416,SE
38.25002690555555,13.85824,SE
37.92838247777778,16.98752,SE
38.81517178888889,20.1168,SE
38.10953867222222,13.85824,SE
35.02654488068182,11.176,SE
24.532577822222226,9.83488,SE
10.512172172222222,8.04672,SSE
10.98429993888889,5.81152,SW
12.780189022222222,7.15264,SSW
16.129489094444445,5.81152,SSW
19.384789055555554,7.15264,S
25.689017089385473,7.15264,S
24.795494466666664,8.04672,S
18.087778099999998,5.81152,S
14.746200222222223,5.81152,S
13.072250152439024,4.91744,S
13.749000127777776,4.91744,S
8.909044572222221,8.04672,SW
34.75173288888889,8.04672,SE
37.72769351111111,12.07008,SE
37.460337583333335,12.07008,SE
36.00940463333333,13.85824,SSE
35.671421172222225,13.85824,SSE
31.81673252272727,11.176,SSE
19.60051691111111,8.9408,SSW
14.402427872222223,8.9408,SSW
18.142211216666666,8.9408,SSW
24.238555894444445,7.15264,S
32.17440505555555,8.04672,SSE
32.80094431111111,11.176,SSE
25.51821205882353,11.176,S
20.862360028571427,8.9408,S
11.382744494444445,4.91744,SSW
31.392764899441342,8.04672,S
36.47875498333333,9.83488,SSE
27.105489083333335,11.176,S
19.692416911111113,5.81152,S
13.200657262857144,8.04672,S
23.247366668604652,8.04672,SSE
26.06213903888889,8.04672,S
27.175350155555552,8.04672,S
27.579222150000003,8.04672,S
35.095871405555556,8.9408,S
34.85854934444444,13.85824,S
34.860128780898876,11.176,S
34.12173878888889,11.176,SSW
33.388283305555554,9.83488,SSW
34.23919455,9.83488,S
36.43847705555556,9.83488,S
37.67570988333333,12.07008,S
28.295129836158193,9.83488,SSW
36.026309838888885,12.07008,WSW
37.460299094444444,16.09344,W
36.96699902777778,17.8816,W
29.65830004444444,12.07008,WNW
20.486428022222224,12.07008,NW
14.860711283333332,9.83488,NW
10.2877167,8.04672,WNW
7.4840444222222215,8.9408,NNW
6.859499933333334,5.81152,NNW
10.180749944444443,8.04672,NNE
17.16573361111111,8.04672,NE
16.216444666666668,8.9408,N
12.516150022222224,11.176,NNW
13.616744538888888,8.9408,NNW
8.505627794444445,8.04672,N
18.459200005555555,8.04672,NNE
31.528597424581005,8.04672,NNE
33.7881044,13.85824,NNW
35.179360072222224,15.19936,NNW
28.934288572222222,12.96416,N
28.836838711111113,9.83488,N
21.79509448888889,9.83488,NNW
12.858599937142857,8.9408,NNW
8.582950066666667,5.81152,NW
9.455188944444444,7.15264,WNW
17.6675281,7.15264,WSW
25.89357813333333,11.176,WSW
29.970188977777777,12.96416,SW
33.2013782259887,13.85824,SW
34.51188265555555,13.85824,SW
34.593432605555556,15.19936,WSW
32.62096068333334,16.09344,W
33.45938253333333,9.83488,WSW
34.57088794444444,15.19936,WSW
34.54374373888889,16.09344,SW
35.65938263333334,13.85824,SW
36.51129322222222,13.85824,SSW
36.08888189444445,15.19936,SSW
34.56550472777778,15.19936,SW
34.74277145,11.176,SSW
30.044260605555554,12.07008,SW
22.74059438888889,9.83488,WSW
14.006611333333334,9.83488,W
7.558950022222223,7.15264,SSW
3.632500022222222,5.81152,S
3.663788883333333,1.78816,S
5.637649511111111,4.02336,E
3.445395638888889,3.12928,ENE
2.364444833333333,0.8940800000000001,SW
2.2772454916201115,3.12928,SE
2.731021738888889,1.78816,NNW
2.4394555555555555,3.12928,ESE
2.9243666666666663,3.12928,ESE
2.715522222222222,3.12928,NE
2.3442500111111113,4.91744,ENE
8.738749938888889,5.81152,NE
10.574200094444445,5.81152,NNE
12.782789066666666,8.04672,N
11.544988927777778,7.15264,NW
22.11273911111111,5.81152,NNE
28.15050581111111,12.07008,NW
22.852967,11.176,NNW
16.18640015,8.9408,NNW
15.037694599999998,5.81152,NW
10.28814448888889,7.15264,WNW
7.967783322222222,5.81152,WSW
5.297805505555556,4.91744,SW
3.5565722166666665,1.78816,S
3.253366672222222,3.12928,ESE
1.420225659217877,1.78816,N
6.658755544444444,3.12928,N
19.708661238888887,7.15264,N
24.274805500000003,9.83488,N
31.09256643333333,11.176,NNE
35.00621577222222,12.96416,NNE
36.00880459444444,12.07008,N
35.686782655555554,15.19936,N
32.19648311666666,12.96416,N
29.690500111111113,13.85824,N
31.277528016666665,12.96416,N
34.22170476666667,11.176,N
29.594305799999997,13.85824,NNW
27.722517033333336,11.176,N
22.31993893888889,9.83488,N
22.730777933333332,9.83488,N
19.611250166666668,8.9408,NNW
18.74144471111111,11.176,N
16.364611344444445,11.176,NNW
14.14421121111111,8.04672,NNE
16.903961294444443,9.83488,NNW
19.88450016666667,8.9408,N
22.405255766666667,9.83488,NNW
27.179750394444444,9.83488,N
26.211633483333333,11.176,N
26.053983394444444,9.83488,N
26.664083738888888,9.83488,N
22.361264534482757,8.9408,N
18.603711333333333,11.176,NNE
10.777199994444445,8.9408,NNE
6.060372266666667,5.81152,ENE
4.718650033333333,3.12928,ESE
5.111056542372881,4.02336,SE
5.642244461111111,4.91744,ESE
5.166266688888888,4.91744,SE
3.1409555499999997,4.02336,SE
2.3299888324022344,4.02336,SE
1.9112055555555556,0.8940800000000001,SE
2.2796722166666665,3.12928,SSW
2.55165,1.78816,SW
3.1382166666666667,3.12928,N
4.076755533333333,3.12928,NNE
2.940311111111111,3.12928,N
3.057649994444444,3.12928,N
3.7874277777777774,3.12928,NNE
4.169199994444445,4.02336,NNW
3.9551388888888885,8.04672,N
3.521750033333333,3.12928,NNW
2.2988222222222223,3.12928,NNW
2.960933322222222,3.12928,NW
3.0396833222222224,3.12928,W
3.6878091333333334,1.78816,W
4.945261094444444,4.91744,SW
9.931372372222222,5.81152,WSW
11.184188988888888,7.15264,SW
10.881477811111111,8.04672,SW
17.230750333333333,8.04672,SW
25.085644611111114,9.83488,SSW
17.864350194444444,12.07008,SW
16.290716844444447,8.9408,NNW
13.022083433333334,8.9408,N
11.966950033333335,9.83488,NW
20.765211194444444,8.9408,N
25.063878166666665,12.07008,N
26.762566983333333,8.9408,N
29.7762215,11.176,N
31.011765927777777,8.9408,NNW
29.568621883333336,12.07008,NW
22.433533844444444,12.96416,NNW
22.62447288888889,9.83488,NNW
16.516694705555555,8.9408,N
8.171950077777778,8.04672,NNW
5.635849894444444,5.81152,W
10.843422372222223,1.78816,SSE
22.162983377777778,8.9408,WSW
28.348705244444446,12.07008,SW
32.72148267777778,11.176,SSW
34.85004342222222,13.85824,SW
36.04086553333333,16.09344,SW
35.51359388888889,16.09344,SW
34.86355508333333,16.09344,NW
32.706910594444444,13.85824,WNW
24.827139222222222,13.85824,WNW
19.667228083333335,11.176,NW
20.884422677777778,8.9408,NW
24.71972793888889,12.07008,WSW
23.4882446,12.96416,W
13.6450891,8.9408,WNW
3.9286611,7.15264,WNW
0.9584444444444445,3.12928,NW
1.1596,0.8940800000000001,WNW
2.8203944499999998,1.78816,NNW
6.593988702247191,4.02336,N
7.922616666666666,8.9408,NNW
10.031011127777777,8.04672,NNW
18.00895548333333,8.04672,NNW
24.890466627777776,11.176,WNW
32.500260583333336,12.07008,NNW
